,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30
59,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,14.5,0.0,0.0,0.0,35.25,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,24.25,0.0,23.25,24.25,0.0,0.0,0.0,0.0,0.0,0.0,31.75,38.75,46.75,0.0,56.75,27.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
60,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,15.0,0.0,31.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,19.75,0.0,0.0,0.0,0.0,0.0,25.0,0.0,75.0,0.0,54.5,0.0,0.0,11.5,0.0,0.0,9.5,0.0,0.0,0.0,0.0,19.5,0.0,19.5,,,,
61,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,22.75,0.0,58.75,0.0,19.5,0.0,24.5,23.0,48.5,75.0,24.75,43.25,0.0,46.0,68.25,21.0,23.25,0.0,17.75,0.0,19.75,18.75,0.0,0.0,0.0,,,,
62,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,54.0,0.0,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25,0.0,0.0,32.5,0.0,6.5,0.0,0.0,8.5,26.0,0.0,25.0,0.0,43.5,0.0,0.0,22.75,0.0,59.0,8.75,0.0,0.0,0.0,0.0,0.0,9.75,30.0,,,,
63,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,27.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.25,0.0,13.25,0.0,0.0,11.75,22.25,63.25,26.25,0.0,78.5,0.0,0.0,0.0,0.0,39.25,8.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,72.0,,,
64,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.75,0.0,36.0,22.0,0.0,0.0,23.0,0.0,0.0,38.75,19.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,39.75,24.75,0.0,0.0,0.0,0.0,0.0,0.0,20.5,38.0,37.25,0.0,20.5,9.0,46.0,0.0,8.0,0.0,0.0,0.0,0.0,36.5,,,
65,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.75,0.0,36.0,22.0,0.0,0.0,23.0,0.0,0.0,37.5,19.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,38.5,22.75,0.0,0.0,0.0,0.0,0.0,0.0,19.5,38.0,37.25,0.0,19.0,9.0,46.25,0.0,7.5,0.0,0.0,0.0,0.0,36.5,,,
66,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.75,0.0,46.75,12.25,0.0,0.0,33.5,0.0,0.0,29.5,19.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,21.25,12.75,0.0,0.0,0.0,0.0,0.0,0.0,21.0,63.0,37.25,0.0,10.75,9.0,47.25,0.0,0.0,0.0,0.0,0.0,0.0,31.75,,,
67,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,57.5,0.0,0.0,0.0,0.0,55.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,39.0,0.0,40.0,0.0,0.0,51.5,46.25,24.75,90.5,0.0,0.0,0.0,0.0,31.25,0.0,40.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,80.25,,,
68,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,56.0,42.5,0.0,0.0,0.0,0.0,0.0,20.0,0.0,34.5,0.0,48.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,39.25,62.75,0.0,79.25,17.75,0.0,0.0,10.0,0.0,0.0,0.0,0.0,35.0,,,
69,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,0.0,11.25,0.0,0.0,37.75,11.75,0.0,51.0,0.0,59.0,0.0,0.0,33.0,0.0,61.5,0.0,0.0,0.0,0.0,0.0,6.25,18.5,46.75,50.0,22.75,,
70,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.25,0.0,0.0,12.75,0.0,0.0,45.25,23.75,0.0,0.0,0.0,0.0,0.0,60.5,0.0,46.0,0.0,98.5,14.5,0.0,0.0,0.0,0.0,0.0,0.0,47.5,13.0,23.25,0.0,35.25,10.25,40.5,0.0,0.0,0.0,0.0,0.0,0.0,57.5,0.0,,
71,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,38.25,0.0,49.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,0.0,0.0,12.25,0.0,18.25,0.0,0.0,60.25,44.75,14.75,66.0,0.0,55.25,0.0,0.0,33.25,0.0,58.75,41.5,0.0,0.0,0.0,0.0,29.25,22.75,11.75,36.25,59.25,,
72,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.75,0.0,0.0,0.0,58.0,0.0,0.0,18.25,0.0,0.0,0.0,0.0,0.0,0.0,58.5,0.0,23.5,0.0,43.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,46.25,0.0,90.0,36.75,11.5,0.0,0.0,0.0,0.0,0.0,0.0,66.5,0.0,,
73,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.75,20.25,40.75,0.0,0.0,0.0,62.5,34.25,48.75,0.0,39.0,11.0,0.0,25.0,22.25,0.0,0.0,0.0,59.5,0.0,0.0,0.0,10.5,23.75,0.0,19.25,0.0,,
74,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,11.25,0.0,26.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,0.0,0.0,22.25,0.0,0.0,0.0,0.0,43.0,65.0,0.0,28.0,0.0,50.0,0.0,0.0,0.0,0.0,25.0,11.75,0.0,0.0,0.0,0.0,0.0,21.5,0.0,86.0,36.25,33.5,
75,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,0.0,0.0,0.0,0.0,59.75,60.25,0.0,20.0,0.0,25.0,25.0,47.75,48.25,21.5,0.0,0.0,0.0,44.0,44.0,0.0,0.0,35.5,0.0,0.0,37.25,41.75,57.5,0.0,36.25,0.0,39.5,
76,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,35.0,0.0,27.25,38.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,20.0,0.0,0.0,13.25,50.0,0.0,52.75,0.0,54.25,0.0,0.0,33.75,0.0,8.75,9.5,0.0,0.0,0.0,0.0,0.0,40.75,0.0,36.5,66.75,20.25,
77,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,0.0,44.5,13.5,0.0,0.0,33.0,0.0,0.0,31.0,20.25,0.0,0.0,0.0,0.0,0.0,55.75,0.0,0.0,0.0,33.25,39.5,0.0,0.0,0.0,0.0,0.0,0.0,12.25,75.0,22.75,0.0,63.25,48.0,10.0,0.0,46.75,0.0,0.0,0.0,0.0,11.25,0.0,0.0,
78,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22.25,40.0,0.0,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.75,0.0,33.0,0.0,0.0,13.25,23.25,0.0,51.25,0.0,65.5,0.0,0.0,10.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,19.0,19.75,18.75,91.25,61.25,19.0,
79,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.75,0.0,0.0,0.0,0.0,53.5,45.5,0.0,14.0,0.0,40.25,47.5,64.25,42.0,22.25,27.5,0.0,21.5,29.75,0.0,0.0,0.0,12.0,0.0,0.0,17.25,46.5,20.25,0.0,13.5,0.0,50.0,24.0
80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,14.5,42.5,0.0,0.0,13.0,0.0,0.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,40.75,0.0,0.0,0.0,52.25,15.5,0.0,0.0,0.0,0.0,0.0,0.0,13.25,28.0,51.5,0.0,49.0,11.0,0.0,0.0,33.25,0.0,0.0,0.0,0.0,61.5,0.0,0.0,10.25
81,,,,,,,,,,,,,,,0.0,0.0,0.0,16.0,0.0,29.5,13.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,12.0,0.0,12.75,0.0,0.0,15.0,38.5,18.25,16.25,0.0,61.5,0.0,0.0,0.0,0.0,48.0,18.75,0.0,0.0,0.0,0.0,10.0,12.0,10.0,66.5,78.0,19.5,0.0
82,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,42.5,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,27.25,0.0,13.0,0.0,63.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,26.75,14.0,52.5,0.0,36.25,11.5,0.0,0.0,44.25,0.0,0.0,0.0,0.0,36.5,0.0,0.0,10.25
83,,,,,,,,,,,,,,,0.0,0.0,0.0,24.5,0.0,48.25,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,0.0,0.0,29.25,0.0,0.0,0.0,0.0,0.0,49.5,48.0,63.0,0.0,21.75,0.0,0.0,45.75,0.0,40.0,42.75,0.0,0.0,0.0,0.0,38.25,9.75,36.5,28.25,65.0,9.75,0.0
84,,,,,,,,,,,,,,,0.0,0.0,0.0,9.5,0.0,27.75,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,8.75,0.0,21.75,0.0,0.0,23.0,59.0,27.75,42.75,0.0,56.25,0.0,0.0,12.75,0.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,8.25,0.0,82.75,11.0,19.5,0.0
85,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,48.0,0.0,0.0,36.25,14.5,0.0,0.0,0.0,0.0,0.0,22.5,0.0,33.25,0.0,70.5,31.75,0.0,0.0,0.0,0.0,0.0,0.0,14.25,65.0,49.0,0.0,69.5,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,55.75,0.0,0.0,19.75
86,,,,,,,,,,,,,,,0.0,0.0,0.0,9.5,0.0,14.25,26.5,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,8.75,0.0,21.75,0.0,0.0,10.0,34.0,30.25,58.5,0.0,57.0,0.0,0.0,0.0,0.0,49.5,12.25,0.0,0.0,0.0,0.0,0.0,8.25,12.5,86.25,23.5,19.5,0.0
87,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,36.5,20.0,25.0,0.0,35.5,0.0,41.0,24.5,39.25,0.0,22.75,0.0,25.5,11.75,75.75,14.25,12.75,21.25,23.75,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
